sno,sna,tot,sbi,sarea,mday,lat,lng,ar,sareaen,snaen,aren,bemp,act
0094,捷運景美站,52,25,文山區,20200927193340,24.993254,121.541059,羅斯福路六段/景中街交叉口(東北側)(鄰近景美夜市),Wenshan Dist.,MRT Jingmei Sta.,"The intersectionof Sec. 6, Roosevelt Rd. & Jingzhong St.",27,1
0095,東園國小,32,10,萬華區,20200927193441,25.023393,121.497679,東園街/萬大路344巷(東南側),Wanhua Dist.,Dongyuan Elementary School,"The S.E. side of Dongyuan St. & Ln. 344, Wanda Rd.",22,1
0096,三民公園,30,7,松山區,20200927193430,25.061567,121.566558,撫遠街/富錦街(東南側),Songshan Dist.,Sanmin Park,The S.E. side of Fuyuan St. & Fujin St.,23,1
0097,捷運劍潭站(2號出口),52,13,士林區,20200927193420,25.082825,121.524721,基河路18號對面(鄰近劍潭公園),Shilin Dist.,MRT Jiantan Sta.(Exit 2),"The opposite of No.18, Jihe Rd.",39,1
0098,羅斯福景隆街口,42,22,文山區,20200927193417,24.999378,121.540197,羅斯福路六段/景隆街交叉口(東南側),Wenshan Dist.,Roosevelt & Jinglong Intersection,"The intersection of Sec. 6, Roosevelt Rd. & Jinglong St. (the S.E. side)",20,1
0099,捷運雙連站(2號出口),42,0,大同區,20200722114256,25.057866,121.520711,民生西路/萬全街(東北側),Datong Dist.,MRT Shuanglian Sta. (Exit 2),The N.E. side of Minsheng W. Rd. & Wanquan St.,2,1
0100,金山市民路口,40,18,中正區,20200927193426,25.045753,121.530697,金山北路/市民大道三段(南側)(鄰近華山文化創意產業園區/光華數位新天地(光華商場)/三創生活園區),Zhongzheng Dist.,Jinshen & Civic Blvd. Intersection,"The S. side of Jinshan N. Rd. & Sec. 3, Civic Blvd.",22,1
0101,華山文創園區,50,0,中正區,20200820100443,25.043668,121.528487,忠孝東路二段41號前(鄰近華山文化創意產業園區/光華數位新天地(光華商場)/三創生活園區),Zhongzheng Dist.,Huashan 1914‧Creative Park,"Front of No.41, Sec. 2, Zhongxiao E. Rd.",0,0
0102,臺北市客家文化主題公園,32,23,中正區,20200927193432,25.02043,121.525322,師大路/汀州路交叉口(鄰近客家文化主題公園(原兒童交通博物館)),Zhongzheng Dist.,Taipei City Hakka Cultural Park,The intersection of Shida Rd. & Tingzhou Rd.,9,1
0103,萬華車站,60,29,萬華區,20200927193443,25.033639,121.503028,艋舺大道83號(對側),Wanhua Dist.,Wanhua Rail Sta.,"No.83, Bangka Blvd. (oppsite)",31,1
0104,台北花木批發市場,38,24,文山區,20200927193426,25.004023,121.54074,萬盛街/興隆路一段(西北側),Wenshan Dist.,Taipei Pot Plant Auction,"The N.W. side of Wansheng St. Sec. 1, Xinglong Rd.",13,1
0105,峨嵋停車場,42,10,萬華區,20200927193429,25.044412,121.505409,昆明街/西寧南路50巷(東南側)(鄰近西門町/台北市電影主題公園/西門紅樓),Wanhua Dist.,Emei Parking Lot,"The S.E. side of Kunming St. & Ln. 50, Xining S. Rd. ",32,1
0106,西園艋舺路口,44,19,萬華區,20200927193441,25.032932,121.497674,西園路二段/艋舺大道(西南側),Wanhua Dist.,Xiyuan & Bangka Intersection,"The S.W. side of Sec. 2, Xiyuan Rd. & Bangka Blvd.",24,1
0107,捷運小南門站(1號出口),54,25,中正區,20200927193432,25.036402,121.509422,博愛路/愛國西路交叉口(西北側),Zhongzheng Dist.,MRT Xiaonanmen Sta. (Exit 1),The intersection of Bo’ai Rd. & Aiguo W. Rd.,29,1
0108,臺北孔廟,32,8,大同區,20200927193427,25.073306,121.515843,哈密街59巷/哈密街(東北側)(鄰近台北孔廟/保安宮),Datong Dist.,Taipei Confucius Temple,"The N.E. side of Ln. 59, Hami St. & Hami St.",24,1
0109,林安泰古厝,36,18,中山區,20200927193420,25.071606,121.530805,濱江街5號對面(鄰近林安泰古厝/花博公園新生園區),Zhongshan Dist.,Lin An-tai Historical House,"No.5, Binjiang St.",18,1
0110,文湖國小,44,6,內湖區,20200927193440,25.086376,121.560888,文湖街21巷/文湖街(東北側),Neihu Dist.,Wenhu Elementary School,"The N.E. side of Ln. 21, Wenhu St. & Wenhu St.",38,1
0111,捷運忠孝復興站(2號出口),54,38,大安區,20200927193434,25.040184,121.543497,復興南路一段/仁愛路三段123巷13弄(西北側),Daan Dist.,MRT Zhongxiao Fuxing Sta.(Exit 2),"The N.W. side of Sec. 1, Fuxing S. Rd. & Aly. 13, Ln. 123, Sec. 3, Ren’ai Rd.",13,1
0112,捷運新北投站,48,17,北投區,20200927193441,25.137456,121.503124,大業路/中和街交叉口(鄰近凱達格蘭文化館/北投復興公園),Beitou Dist.,MRT Xinbeitou Sta.,Daye Rd. & Zhonghe St.  Intersection,30,1
0113,仁愛逸仙路口,38,12,信義區,20200927193430,25.037724,121.561178,仁愛路四段/逸仙路(西北側)(鄰近國父紀念館/台北探索館),Xinyi Dist.,Renai & Yixian Intersection,"Sec. 4, Ren’ai Rd. & Yixian Rd.",26,1
0114,蘭雅公園,30,3,士林區,20200927193427,25.109908,121.530386,忠誠路二段/忠誠路二段40巷(西南側),Shilin Dist.,Lanya Park,"Sec. 2, Zhongcheng Rd. & Ln. 40, Sec. 2, Zhongcheng Rd.",25,1
0115,臺北轉運站,68,39,中正區,20200927193425,25.048222,121.520526,中山北路一段/市民大道一段(西北側)(鄰近台北當代藝術館/台北轉運站(京站時尚廣場)/國父史蹟紀念館(逸仙公園)/台北國際藝術村),Zhongzheng Dist.,Taipei Bus Sta.,"Sec. 1, Zhongshan N. Rd. & Sec. 1, Civic Blvd.",29,1
0116,福林公園,44,15,士林區,20200927193423,25.096122,121.530215,志成街/中正路(南側)(鄰近志成公園/福林公園),Shilin Dist.,Fulin Park,Zhicheng St. & Zhongzheng Rd.,29,1
0117,捷運北投站,58,3,北投區,20200927193435,25.132581,121.498618,光明路2巷/光明路交叉口(鄰近北投親子館),Beitou Dist.,MRT Beitou Sta.,"Ln. 2, Guangming Rd. & Guangming Rd.  Intersection",55,1
0118,大業大同街口,36,7,北投區,20200927193444,25.136929,121.499152,大業路/大同街口,Beitou Dist.,Daye & Datong Intersection,Daye Rd. & Datong St.  Intersection,29,1
0119,捷運劍南路站(2號出口),68,25,中山區,20200927193418,25.08418,121.555116,敬業二路/植福路(東北側)(鄰近美麗華百樂園/劍潭古寺),Zhongshan Dist.,MRT Jiannan Rd. Sta.(Exit 2),Jingye 2nd Rd. & Zhifu Rd.,43,1
0120,捷運龍山寺站(1號出口),46,4,萬華區,20200927193427,25.035479,121.50026,和平西路三段/和平西路三段109巷(西北側)(鄰近艋舺龍山寺/艋舺夜市(萬華夜市)),Wanhua Dist.,MRT Longshan Temple Sta. (Exit. 1),"Sec. 3, Heping W. Rd. & Ln. 109, Sec. 3, Heping W. Rd.",42,1
0121,龍江南京路口,66,18,中山區,20200927193420,25.05298,121.540568,龍江路110號對面停車場,Zhongshan Dist.,Longjiang & Nanjing Intersection,"No.100, Longjiang Rd.",48,1
0122,捷運港墘站(2號出口),50,28,內湖區,20200927193420,25.079666,121.57584,內湖路一段/港墘路(東南側),Neihu Dist.,MRT Gangqian Sta. (Exit 2),"Sec. 1, Neihu Rd./Gangqian Rd. (southeast)",22,1
0123,天母運動公園,44,22,士林區,20200927193444,25.116325,121.534136,忠誠路二段/忠誠路二段207巷(東南側),Shilin Dist.,Tienmu Sports Park,"Sec.2,Zhongcheng Rd./Ln.207,Sec.2,Zhongcheng Rd.",20,1
0124,振華公園,36,22,北投區,20200927193425,25.115863,121.518163,振華街36號對面,Beitou Dist.,Zenhua Park,"No.36, Zhenhua St.",14,1
0125,華西公園,30,9,萬華區,20200927193438,25.038609,121.498495,華西街/桂林路(東北側)(鄰近艋舺龍山寺/華西街夜市/艋舺青山宮/艋舺夜市(萬華夜市)),Wanhua Dist.,Huaxi Park,Huaxi St. & Guilin Rd.,21,1
0126,敦化基隆路口,30,3,大安區,20200927193418,25.022073,121.548336,敦化南路二段/基隆路二段交叉口,Daan Dist.,Dunhua & Keelung Intersection,"Sec. 2, Dunhua S. Rd. & Sec. 2, Keelung Rd.",27,1
0127,東湖國中,40,4,內湖區,20200927193421,25.073277,121.619521,康樂街/康樂街125巷(東南側),Neihu Dist.,Donghu Junior High School,"Kangle St./Ln. 125, Kangle St.",36,1
0128,成功國宅,36,14,大安區,20200927193437,25.026808,121.546726,四維路198巷/和平東路三段1巷,Daan Dist.,Chengong Public Housing,"Ln. 198, Siwei Rd./Ln. 1, Sec. 3, Heping E. Rd",22,1
0129,捷運文德站(2號出口),50,23,內湖區,20200927193418,25.078424,121.58456,文德路220巷/文德路(西南側),Neihu Dist.,MRT Wende Sta. (Exit 2),"Ln. 220, Wende Rd./Wende Rd.",27,1
0130,羅斯福寧波東街口,26,4,中正區,20200927193423,25.031445,121.519411,羅斯福路一段/寧波東街(東南側)(鄰近愛國東路婚紗街),Zhongzheng Dist.,Roosevelt & Ningbo E. St. Intersection,"Sec. 1, Roosevelt Rd. & Ningbo E. St.",22,1
0131,洲子二號公園,52,19,內湖區,20200927193430,25.079322,121.568688,瑞光路500號對面,Neihu Dist.,Zhouzhi Park No.2,"Opposite to the parking space No.500, Ruiguang Rd.",33,1
0132,羅斯福新生南路口,88,15,大安區,20200927193416,25.01603085,121.5331757,羅斯福路四段/新生南路三段交叉口(鄰近公館夜市),Daan Dist.,Roosevelt & Xinsheng S. Intersection,"Sec. 4, Roosevelt Rd./Sec. 3, Xinsheng S. Rd.",73,1
0133,蘭興公園,40,24,士林區,20200927193424,25.111839,121.525888,中山北路六段/士東路(西北側),Shilin Dist.,Lanxing Park,"Sec.6, Zhongshan N. Rd / Shidong Rd",16,1
0134,捷運芝山站(2號出口),64,28,士林區,20200927193421,25.10336,121.522629,福華路/福華路162巷(東南側),Shilin Dist.,MRT Zhishan Sta.(Exit 2),"Fuhua Rd. / Ln. 162, Fuhua Rd.",33,1
0135,捷運石牌站(2號出口),54,14,北投區,20200927193422,25.114513,121.515677,東華街一段/裕民二路(西側),Beitou Dist.,MRT Shipai Sta. (Exit 2),"Sec. 1, Donghua St. / Yumin 2nd Rd.",40,1
0136,國立臺北護理健康大學,30,6,北投區,20200927193421,25.117457,121.51668,石牌路二段100號(北側),Beitou Dist.,NTUNHS,"No.100, Sec. 1, Shihpai Rd.",24,1
0137,國防大學,46,19,北投區,20200927193422,25.137976,121.493066,中央北路二段/豐年路二段交叉口,Beitou Dist.,Nat’l Defense U.,"Sec. 2, Zhongyang N. Rd. / Sec. 2, Fengnian Rd.",27,1
0138,捷運永春站(2號出口),30,9,信義區,20200927193416,25.040558,121.575372,忠孝東路五段420號旁(東側巷道上),Xinyi Dist.,MRT Yongchun Sta. (Exit 2),"No.420, Sec. 5, Zhongxiao E. Rd.",21,1
0139,永樂市場,38,11,大同區,20200927193434,25.054501,121.510549,民樂街/南京西路233巷(西北側)(鄰近迪化街/永樂市場(永樂布業商場)/霞海城隍廟),Datong Dist.,Yongle Market,"Minle St., Datong Dist./Ln. 233, Nanjing W. Rd.",27,1
0140,捷運大橋頭站(2號出口),46,29,大同區,20200927193437,25.063404,121.512909,民權西路/重慶北路三段(東北側)(鄰近延三夜市(大橋頭夜市)),Datong Dist.,MRT Daqiaotou Sta. (Exit 2),"Minquan W. Rd./ Sec. 3, Chongqing N. Rd.",17,1
0141,文山行政中心,36,14,文山區,20200927193432,24.989902,121.569984,木柵路三段220號前,Wenshan Dist.,Wenshan Dist. Admin. Center,"No.220, Sec. 3, Muzha Rd.",22,1
0142,捷運木柵站,52,25,文山區,20200927193429,24.997996,121.57444,木柵路四段82巷18號前(捷運橋樑下),Wenshan Dist.,MRT Muzha Sta.,"No.18, Ln. 82, Sec. 4, Muzha Rd.",27,1
0143,捷運動物園站(2號出口),72,20,文山區,20200927193416,24.997659,121.578752,新光路二段28號前(鄰近台北市立動物園(木柵動物園)),Wenshan Dist.,MRT Taipei Zoo Sta.(Exit 2),"No.28, Sec. 2, Xinguang Rd.",52,1
0144,國立政治大學,58,17,文山區,20200927193428,24.988363,121.576536,萬壽路16巷6號前(鄰近國立政治大學),Wenshan Dist.,Nat’l Chengchi U.,"No.6, Ln. 16, Wanshou Rd.",39,1
0145,樹德公園,40,13,大同區,20200927193433,25.066688,121.516149,大龍街/大龍街85巷(東北側),Datong Dist.,Shude Park,"Dalong St. / Ln. 85, Dalong St.",27,1
0146,捷運士林站(2號出口),46,26,士林區,20200927193436,25.092546,121.526556,中正路247巷/中山北路五段505巷(東南側),Shilin Dist.,MRT Shilin Sta.(Exit 2),"Ln. 247, Zhongzheng Rd. / Ln. 505, Sec. 5, Zhongshan N. Rd.",20,1
0147,士林運動中心,32,19,士林區,20200927193431,25.089175,121.521814,承德路四段/大南路(東北側),Shilin Dist.,Shilin Sports Center,"Sec. 4, Chengde Rd./Danan Rd.",11,1
0148,捷運明德站,68,24,北投區,20200927193425,25.110331,121.518316,致遠一路一段46巷/西安街一段(東南側),Beitou Dist.,MRT Mingde Sta.,"Ln. 46, Sec. 1, Zhiyuan 1st Rd./Sec. 1, Xi’an St.",35,1
0149,北投運動中心,62,22,北投區,20200927193435,25.116665,121.509621,石牌路一段39巷100號前,Beitou Dist.,Beitou Sports Center,"No.100, Ln. 39, Sec. 1, Shipai Rd.",39,1
0150,松德公園,38,12,信義區,20200927193416,25.036568,121.57343,松德路168巷20號前,Xinyi Dist.,Songde Park,"No.20, Ln. 168, Songde Rd.",26,1
0151,考試院,34,19,文山區,20200927193436,24.987507,121.549827,試院路(雙號)/木柵路一段(東北側)(鄰近文山親子館),Wenshan Dist.,Examination Yuan,"Shiyuan Rd. / Sec. 1, Muzha Rd., ",15,1
0152,百齡國小,40,7,士林區,20200927193419,25.08521,121.519175,前港街100巷/前港街(北方),Shilin Dist.,Bailing Elementary School,"Ln. 100, Qiangang St. / Qiangang St.",33,1
0153,蔣渭水紀念公園,36,8,大同區,20200927193416,25.059885,121.516299,錦西街51號對面,Datong Dist.,Jiang Wei-shui Memorial Park,"No.51, Jinxi St., Datong Dist.",26,1
0154,中正基河路口,38,15,士林區,20200927193427,25.093396,121.519867,中正路420號前(鄰近台北市立天文科學教育館),Shilin Dist.,Zhongzheng & Jihe Intersection,"No.420, Zhongzheng Rd.",23,1
0155,瑞光港墘路口,30,7,內湖區,20200927193423,25.076193,121.57505,瑞光路/港墘路(西南側),Neihu Dist.,Ruiguang & Gangqian Intersection,Ruiguang Rd. / Gangqian Rd.,23,1
0156,東湖國小,38,18,內湖區,20200927193444,25.068530,121.61538,東湖路/東湖路119巷(西北側),Neihu Dist.,Donghu Elementary School,"Donghu Rd. / Ln. 119, Donghu Rd.",19,1
0157,麗山國小,42,10,內湖區,20200927193423,25.082703,121.571467,內湖路一段411巷/內湖路一段411巷19弄(東北側),Neihu Dist.,Lishan Elementary School,"Ln. 411, Sec. 1, Neihu Rd. / Aly. 19, Ln. 411, Sec. 1, Neihu Rd.",32,1
0158,捷運東湖站,48,12,內湖區,20200927193433,25.067026,121.61355,安康路315巷/五分街14巷(西側),Neihu Dist.,MRT Donghu Sta.,"Ln. 315, Ankang Rd./Ln. 14, Wufen St.",35,1
0159,捷運西湖站(1號出口),36,11,內湖區,20200927193440,25.082866,121.566695,環山路一段9巷/內湖路一段285巷(西南側),Neihu Dist.,MRT Xihu Sta. (Exit 1),"Ln. 9, Sec. 1, Huanshan Rd./Ln. 285, Sec. 1, Neihu Rd.",22,1
0161,大豐公園,56,31,北投區,20200927193432,25.131143,121.503768,磺港路/大興街(東北側),Beitou Dist.,Dafong Park,Huanggang Rd. / Daxing St.,25,1
0162,捷運中山國小站(4號出口),70,38,中山區,20200927193445,25.062924,121.52772,民權東路一段/新生北路三段(北側)(新生高架橋下),Zhongshan Dist.,MRT Zhongshan Elementary School sta.(Exit 4),"Sec. 1, Minquan E. Rd./Sec. 3, Xinsheng N. Rd",31,1
0163,捷運麟光站,72,15,大安區,20200927193439,25.018097,121.559279,和平東路三段/和平東路三段416巷(捷運高架橋下)(鄰近富陽自然生態公園),Daan Dist.,MRT Linguang Sta.,"Sec. 3, Heping E. Rd./Ln. 416,Sec. 3, Heping E. Rd.",56,1
0164,捷運奇岩站,56,12,北投區,20200927193416,25.126286,121.500801,北投路一段/三合街二段(東北側),Beitou Dist.,MRT Qiyan Sta.,"Sec. 1, Beitou Rd./Sec. 2, Sanhe St.",44,1
0165,捷運唭哩岸站(2號出口),62,19,北投區,20200927193432,25.120788,121.505693,西安街二段/立農街一段257巷(鄰近慈生宮),Beitou Dist.,MRT Qilian Sta. (Exit 2),"Sec. 2, Xi'an St./Ln. 257,Sec. 2, Linong St.",43,1
0166,臺北市立景美女中,34,15,文山區,20200927193439,24.980602,121.556177,木新路三段/一壽街(西北側),Wenshan Dist.,Taipei JingMei Girls High School,"Sec. 3, Muxin Rd./Yishou St.",18,1
0167,臺北市立天文館,50,13,士林區,20200927193450,25.095714,121.518046,基河路363號前(鄰近台北市立天文科學教育館/國立台灣科學教育館),Shilin Dist.,Taipei Astronomical Museum,"No.363, Jihe Rd.",36,1
0168,河堤國小,44,5,中正區,20200927193417,25.02288,121.522855,金門街12巷23弄1號旁,Zhongzheng Dist.,Heti Elementary School,"No.1, Aly. 23, Lane 12, Jinmen St.",38,1
0169,植物園,44,12,中正區,20200927193418,25.030015,121.509813,和平西路二段100號前(鄰近台北植物園/國立歷史博物館/131 Fun心玩親子館),Zhongzheng Dist.,Taipei Botanical Garden,"No.100, Sec. 2, Heping W. Rd.",31,1
0170,新東公園,50,17,松山區,20200927193425,25.059245,121.568883,民生東路五段/塔悠路(西南側),Songshan Dist.,XinDong Park,"Sec. 5, Minsheng E. Rd./Tayou Rd.",33,1
0171,文山運動中心,38,24,文山區,20200927193437,24.996842,121.559651,興隆路三段/興隆路三段192巷8弄,Wenshan Dist.,Taipei Wen Shan Sports Center,"Sec. 3, Xinglong Rd./Aly. 8, Ln. 192, Sec. 3, Xinglong Rd.",13,1
0172,捷運南京三民站(1號出口),24,0,松山區,20200927193423,25.051562,121.562891 ,南京東路五段/三民路(西北側),Songshan Dist.,MRT Nanjing Sanmin Sta. (Exit 1),"Sec. 5, Nanjing E. Rd./Sanmin Rd.",24,1
0173,捷運松江南京站(7號出口),56,19,中山區,20200927193444,25.052181 ,121.533211 ,松江路/南京東路二段(東北側)(鄰近四平陽光商圈),Zhongshan Dist.,MRT Songjiang Nanjing Sta. (Exit 7),"Sec. 2, Nanjing E. Rd./Sec. 2, Nanjing E. Rd.",37,1
0174,捷運小巨蛋站(5號出口),48,28,松山區,20200927193432,25.051702 ,121.553057 ,南京東路四段/健康路(東北側)(鄰近台北田徑場),Songshan Dist.,MRT Taipei Arena Sta. (Exit 5),"Sec. 4, Nanjing E. Rd./Jiankang Rd.",20,1
0175,捷運南京復興站(5號出口),52,19,松山區,20200927193432,25.051618 ,121.544847 ,南京東路三段/南京東路三段256巷(東南側),Songshan Dist.,MRT Nanjing Fuxing Sta. (Exit 5),"Sec. 3, Nanjing E. Rd./Ln. 256, Sec. 3, Nanjing E. Rd.",32,1
0176,興安華城,94,67,中山區,20200927193419,25.055997 ,121.542318 ,興安街/遼寧街,Zhongshan Dist.,Xingan Huacheng Community,Xing’an St./Liaoning St.,22,1
0177,葫蘆國小,40,15,士林區,20200927193415,25.082538 ,121.507495 ,環河北路三段/葫蘆街(東北側),Shilin Dist.,Hulu Elementary School,"Sec. 3, Huanhe N. Rd./Hulu St.",25,1
0178,延平國宅,32,7,士林區,20200927193429,25.078908 ,121.510306 ,延平北路五段一巷40號前,Shilin Dist.,Yanping Public Housing,"No.40, Ln. 1, Sec. 5, Yanping N. Rd.",25,1
0179,南港公園,52,34,南港區,20200927193423,25.041355,121.59073,福德街383號對面(南港公園出口前),Nangang Dist.,Nangang Park,"No.383, Fude St.",18,1
0180,福華商場,40,12,內湖區,20200927193431,25.068770,121.592654,民權東路六段/民權東路六段180巷(石潭平面停車場內)(鄰近防災科學教育館),Neihu Dist.,Fuhua Market,"Sec. 6, Minquan E. Rd./Ln. 180, Sec. 6, Minquan E. Rd.",28,1
0181,建國和平路口,52,30,大安區,20200927193421,25.025850 ,121.537383 ,建國南路二段/和平東路二段(西北側),Daan Dist.,JianGuo & Heping Intersection,"Sec. 2, Jianguo S. Rd./Sec. 2, Heping E. Rd.",22,1
0182,捷運古亭站(2號出口),50,15,中正區,20200927193415,25.025300 ,121.523537 ,羅斯福路二段/羅斯福路二段174巷(捷運古亭站2號出口前),Zhongzheng Dist.,MRT Guting Sta. (Exit 2),"Sec. 2, Roosevelt Rd./Ln. 174, Sec. 2, Roosevelt Rd.",35,1
0183,圓環站,32,12,大同區,20200927193430,25.053790,121.514179,南京西路/重慶北路一段(西南側)(鄰近寧夏夜市),Datong Dist.,Yuanhuan,"Nanjing W. Rd./Sec. 1, Chongqing N. Rd.",20,1
0184,劍潭社區,42,24,中山區,20200927193417,25.084759 ,121.537892 ,通北街143號前,Zhongshan Dist.,Jiantan Community,"No.143, Tongbei St.",18,1
0185,瑠公公園,30,0,大安區,20200612102142,25.042342 ,121.546050 ,大安路一段/大安路一段75巷(西側)(鄰近東區地下街),Daan Dist.,LiuGong Park,"Ln. 75, Sec. 1/Ln. 75, Sec. 1, Da’an Rd.",0,0
0186,臺北市立大學,82,18,中正區,20200927193434,25.035414 ,121.514218 ,愛國西路/公園路(西北側)(鄰近台北市立教育大學),Zhongzheng Dist.,University of Taipei,Aiguo W. Rd./Gongyuan Rd.,64,1
0187,仁愛延吉街口,34,9,大安區,20200927193416,25.037465 ,121.555769 ,仁愛路四段/延吉街(東南側)(鄰近大安親子館),Daan Dist.,Renai & Yanji Intersection,"Sec. 4, Ren’ai Rd./Yanji St.",24,1
0188,社子國小,56,19,士林區,20200927193434,25.090293 ,121.501890 ,延平北路六段/社中街(社子國小對面跨提便道橋下),Shilin Dist.,Taipei Municipal Shezi Elementary School,"Sec. 6, Yanping N. Rd./Shezhong St.",37,1
0189,金瑞公園(金龍路),38,6,內湖區,20200927193436,25.087987,121.58781,金龍路213巷1弄7號前,Neihu Dist.,JinRui Park,"No.7, Aly. 1, Ln. 213, Jinlong Rd.",32,1
0190,捷運大直站(3號出口),40,12,中山區,20200927193434,25.079278 ,121.546683 ,北安路458巷41弄/北安路536巷(捷運大直站3號出口前人行道),Zhongshan Dist.,MRT Dazhi Sta. (Exit 3),"Aly. 41, Ln. 458, Bei’an Rd./Ln. 536, Bei’an Rd.",18,1
0191,捷運大湖公園站(2號出口),58,32,內湖區,20200927193429,25.083873,121.60206,成功路五段/大湖山莊街(大湖公園地下停車場旁)(鄰近大湖公園),Neihu Dist.,MRT Dahu Park Sta. (Exit 2),"Sec. 5, Chenggong Rd./Dahu Shanzhuang St.",24,1
0192,捷運葫洲站(1號出口),44,16,內湖區,20200927193419,25.072485 ,121.607955 ,康寧路三段/成功路五段450巷21弄(西北側)(捷運葫洲站1號出口前自行車停放區),Neihu Dist.,MRT Huzhou Sta. (Exit 1),"Sec. 3, Kangning Rd./Aly. 21, Ln. 450, Sec. 5, Chenggong Rd.",28,1
0193,舊莊區民活動中心,36,18,南港區,20200927193439,25.041277 ,121.619350 ,舊莊街一段91巷/舊莊街一段91巷12弄(舊莊區民活動中心前)(鄰近胡適公園),Nangang Dist.,Jiuzhuang Recreation Center,"Ln. 91, Sec. 1, Jiuzhuang St./Aly. 12, Ln. 91, Sec. 1, Jiuzhuang St.",18,1
0194,市民林森路口,50,30,中山區,20200927193437,25.047958 ,121.524388 ,市民大道二段/林森北路(東北側)(鄰近台北國際藝術村/台北希望廣場),Zhongshan Dist.,Civic Blvd Linsen Intersection,"Sec. 2, Civic Blvd./Linsen N. Rd.",20,1
0195,信義杭州路口(中華電信總公司),50,8,中正區,20200927193423,25.035851 ,121.523987 ,信義路一段/杭州南路一段(西北側)(鄰近國立中正紀念堂),Zhongzheng Dist.,Xinyi Hangzhou Intersection(Chunghwa Telecom),"Sec. 1, Xinyi Rd./Sec. 1, Hangzhou S. Rd.",41,1
